7:20 - Pulso estable - Esperando rastro...
⏳ 00:58:48 - Pulso estable - Esperando rastro...
⏳ 00:58:50 - Pulso estable - Esperando rastro...
⏳ 00:58:52 - Pulso estable - Esperando rastro...
⏳ 00:58:54 - Pulso estable - Esperando rastro...
⏳ 00:58:56 - Pulso estable - Esperando rastro...
⏳ 00:58:58 - Pulso estable - Esperando rastro...
⏳ 00:59:00 - Pulso estable - Esperando rastro...
⏳ 00:59:02 - Pulso estable - Esperando rastro...
⏳ 00:59:04 - Pulso estable - Esperando rastro...
⏳ 00:59:06 - Pulso estable - Esperando rastro...
⏳ 00:59:08 - Pulso estable - Esperando rastro...
⏳ 00:59:10 - Pulso estable - Esperando rastro...
⏳ 00:59:12 - Pulso estable - Esperando rastro...
⏳ 00:59:15 - Pulso estable - Esperando rastro...
⏳ 00:59:17 - Pulso estable - Esperando rastro...
⏳ 00:59:19 - Pulso estable - Esperando rastro...
⏳ 00:59:21 - Pulso estable - Esperando rastro...
⏳ 00:59:23 - Pulso estable - Esperando rastro...
⏳ 00:59:25 - Pulso estable - Esperando rastro...
⏳ 00:59:27 - Pulso estable - Esperando rastro...
⏳ 00:59:29 - Pulso estable - Esperando rastro...
⏳ 00:59:31 - Pulso estable - Esperando rastro...
⏳ 00:59:33 - Pulso estable - Esperando rastro...
⏳ 00:59:35 - Pulso estable - Esperando rastro...
⏳ 00:59:37 - Pulso estable - Esperando rastro...
⏳ 00:59:39 - Pulso estable - Esperando rastro...
⏳ 00:59:41 - Pulso estable - Esperando rastro...
📡 [XOXO-BUS] FEROMONA_EMITIDA: {"timestamp": 1767164383.021109169, "type": "contract_signed", "origin": "manager_alpha", "hash": "2c7fd5d7614cbc39b84adf33cb787444ff568785a118ab826b833fc82ee6c9a9", "recipient": "hormiga_10", "status": "active"}
📡 [XOXO-BUS] FEROMONA_EMITIDA: {"timestamp": 1767164383.286110477, "type": "contract_signed", "origin": "manager_alpha", "hash": "29de3800a0ae920022ca285969fd08c5b4ea4ab5429c0103c252e03b262bb244", "recipient": "hormiga_10", "status": "active"}
📡 [XOXO-BUS] FEROMONA_EMITIDA: {"timestamp": 1767164383.523018784, "type": "contract_signed", "origin": "manager_alpha", "hash": "468aba41cc5d3060ba84347025e97c2ca235e7b3a042748f34ea61f5aafd2f77", "recipient": "hormiga_10", "status": "active"}
📡 [XOXO-FISCAL] ✅ CONTRATO SEGURO | Validado por XOXO | CONTRATO_PURO_001.ref.lbh
⏳ 00:59:43 - Pulso estable - Esperando rastro...
⏳ 00:59:45 - Pulso estable - Esperando rastro...
⏳ 00:59:47 - Pulso estable - Esperando rastro...
⏳ 00:59:49 - Pulso estable - Esperando rastro...
⏳ 00:59:51 - Pulso estable - Esperando rastro...
⏳ 00:59:53 - Pulso estable - Esperando rastro...
⏳ 00:59:55 - Pulso estable - Esperando rastro...
⏳ 00:59:58 - Pulso estable - Esperando rastro...
⏳ 01:00:00 - Pulso estable - Esperando rastro...
⏳ 01:00:02 - Pulso estable - Esperando rastro...
⏳ 01:00:04 - Pulso estable - Esperando rastro...
⏳ 01:00:06 - Pulso estable - Esperando rastro...
⏳ 01:00:08 - Pulso estable - Esperando rastro...
⏳ 01:00:10 - Pulso estable - Esperando rastro...
⏳ 01:00:12 - Pulso estable - Esperando rastro...
⏳ 01:00:14 - Pulso estable - Esperando rastro...
⏳ 01:00:16 - Pulso estable - Esperando rastro...
⏳ 01:00:18 - Pulso estable - Esperando rastro...
⏳ 01:00:20 - Pulso estable - Esperando rastro...
⏳ 01:00:22 - Pulso estable - Esperando rastro...
⏳ 01:00:24 - Pulso estable - Esperando rastro...
⏳ 01:00:26 - Pulso estable - Esperando rastro...
⏳ 01:00:28 - Pulso estable - Esperando rastro...
⏳ 01:00:30 - Pulso estable - Esperando rastro...
⏳ 01:00:32 - Pulso estable - Esperando rastro...
⏳ 01:00:34 - Pulso estable - Esperando rastro...
⏳ 01:00:36 - Pulso estable - Esperando rastro...
⏳ 01:00:39 - Pulso estable - Esperando rastro...
⏳ 01:00:41 - Pulso estable - Esperando rastro...
⏳ 01:00:43 - Pulso estable - Esperando rastro...
⏳ 01:00:45 - Pulso estable - Esperando rastro...
⏳ 01:00:47 - Pulso estable - Esperando rastro...
📡 [XOXO] BLOQUEO: Caballo de Troya estructural detectado en TROYANO_MAMONT
⏳ 01:00:49 - Pulso estable - Esperando rastro...
📡 [XOXO] BLOQUEO: Caballo de Troya estructural detectado en TROYANO_GRANDOREIRO
❌ [XOXO-FISCAL] Contrato inválido o alterado: xoxo_supervised/inbox/TROYANO_GRANDOREIRO.ref.lbh
📡 [XOXO-FISCAL] 🚨 CUARENTENA ACTIVADA | Motivo: SIN_SELLO_LBH | Archivo: TROYANO_GRANDOREIRO.ref.lbh
⏳ 01:00:51 - Pulso estable - Esperando rastro...
⏳ 01:00:53 - Pulso estable - Esperando rastro...
⏳ 01:00:55 - Pulso estable - Esperando rastro...
⏳ 01:00:57 - Pulso estable - Esperando rastro...
⏳ 01:00:59 - Pulso estable - Esperando rastro...
⏳ 01:01:01 - Pulso estable - Esperando rastro...
⏳ 01:01:03 - Pulso estable - Esperando rastro...
⏳ 01:01:05 - Pulso estable - Esperando rastro...
⏳ 01:01:07 - Pulso estable - Esperando rastro...
⏳ 01:01:09 - Pulso estable - Esperando rastro...
⏳ 01:01:11 - Pulso estable - Esperando rastro...
⏳ 01:01:13 - Pulso estable - Esperando rastro...
⏳ 01:01:15 - Pulso estable - Esperando rastro...
⏳ 01:01:17 - Pulso estable - Esperando rastro...
⏳ 01:01:19 - Pulso estable - Esperando rastro...
⏳ 01:01:21 - Pulso estable - Esperando rastro...
⏳ 01:01:24 - Pulso estable - Esperando rastro...
⏳ 01:01:26 - Pulso estable - Esperando rastro...
⏳ 01:01:28 - Pulso estable - Esperando rastro...
⏳ 01:01:30 - Pulso estable - Esperando rastro...
⏳ 01:01:32 - Pulso estable - Esperando rastro...
⏳ 01:01:34 - Pulso estable - Esperando rastro...
⏳ 01:01:36 - Pulso estable - Esperando rastro...
⏳ 01:01:38 - Pulso estable - Esperando rastro...
⏳ 01:01:40 - Pulso estable - Esperando rastro...
⏳ 01:01:42 - Pulso estable - Esperando rastro...
⏳ 01:01:44 - Pulso estable - Esperando rastro...
⏳ 01:01:46 - Pulso estable - Esperando rastro...
⏳ 01:01:48 - Pulso estable - Esperando rastro...
⏳ 01:01:50 - Pulso estable - Esperando rastro...
⏳ 01:01:52 - Pulso estable - Esperando rastro...
⏳ 01:01:54 - Pulso estable - Esperando rastro...
⏳ 01:01:56 - Pulso estable - Esperando rastro...
⏳ 01:01:58 - Pulso estable - Esperando rastro...
⏳ 01:02:00 - Pulso estable - Esperando rastro...
⏳ 01:02:02 - Pulso estable - Esperando rastro...
⏳ 01:02:04 - Pulso estable - Esperando rastro...
⏳ 01:02:06 - Pulso estable - Esperando rastro...
⏳ 01:02:08 - Pulso estable - Esperando rastro...
⏳ 01:02:10 - Pulso estable - Esperando rastro...
⏳ 01:02:12 - Pulso estable - Esperando rastro...
⏳ 01:02:15 - Pulso estable - Esperando rastro...
⏳ 01:02:17 - Pulso estable - Esperando rastro...
⏳ 01:02:19 - Pulso estable - Esperando rastro...
⏳ 01:02:21 - Pulso estable - Esperando rastro...
⏳ 01:02:23 - Pulso estable - Esperando rastro...
⏳ 01:02:25 - Pulso estable - Esperando rastro...
⏳ 01:02:27 - Pulso estable - Esperando rastro...
⏳ 01:02:29 - Pulso estable - Esperando rastro...
⏳ 01:02:31 - Pulso estable - Esperando rastro...
⏳ 01:02:33 - Pulso estable - Esperando rastro...
⏳ 01:02:35 - Pulso estable - Esperando rastro...
⏳ 01:02:37 - Pulso estable - Esperando rastro...
⏳ 01:02:39 - Pulso estable - Esperando rastro...
⏳ 01:02:41 - Pulso estable - Esperando rastro...
⏳ 01:02:43 - Pulso estable - Esperando rastro...
⏳ 01:02:45 - Pulso estable - Esperando rastro...
⏳ 01:02:47 - Pulso estable - Esperando rastro...
⏳ 01:02:49 - Pulso estable - Esperando rastro...
⏳ 01:02:51 - Pulso estable - Esperando rastro...
⏳ 01:02:53 - Pulso estable - Esperando rastro...
⏳ 01:02:55 - Pulso estable - Esperando rastro...
⏳ 01:02:58 - Pulso estable - Esperando rastro...
⏳ 01:03:00 - Pulso estable - Esperando rastro...
⏳ 01:03:02 - Pulso estable - Esperando rastro...
⏳ 01:03:04 - Pulso estable - Esperando rastro...
⏳ 01:03:06 - Pulso estable - Esperando rastro...
⏳ 01:03:08 - Pulso estable - Esperando rastro...
⏳ 01:03:10 - Pulso estable - Esperando rastro...
⏳ 01:03:12 - Pulso estable - Esperando rastro...
⏳ 01:03:14 - Pulso estable - Esperando rastro...
⏳ 01:03:16 - Pulso estable - Esperando rastro...
⏳ 01:03:18 - Pulso estable - Esperando rastro...
⏳ 01:03:20 - Pulso estable - Esperando rastro...
⏳ 01:03:22 - Pulso estable - Esperando rastro...
⏳ 01:03:24 - Pulso estable - Esperando rastro...
⏳ 01:03:26 - Pulso estable - Esperando rastro...
⏳ 01:03:28 - Pulso estable - Esperando rastro...
⏳ 01:03:30 - Pulso estable - Esperando rastro...
⏳ 01:03:32 - Pulso estable - Esperando rastro...
⏳ 01:03:34 - Pulso estable - Esperando rastro...
⏳ 01:03:36 - Pulso estable - Esperando rastro...
⏳ 01:03:38 - Pulso estable - Esperando rastro...
⏳ 01:03:40 - Pulso estable - Esperando rastro...
⏳ 01:03:42 - Pulso estable - Esperando rastro...
⏳ 01:03:44 - Pulso estable - Esperando rastro...
⏳ 01:03:46 - Pulso estable - Esperando rastro...
⏳ 01:03:48 - Pulso estable - Esperando rastro...
⏳ 01:03:50 - Pulso estable - Esperando rastro...
⏳ 01:03:53 - Pulso estable - Esperando rastro...
⏳ 01:03:55 - Pulso estable - Esperando rastro...
⏳ 01:03:57 - Pulso estable - Esperando rastro...
⏳ 01:03:59 - Pulso estable - Esperando rastro...
⏳ 01:04:01 - Pulso estable - Esperando rastro...
⏳ 01:04:03 - Pulso estable - Esperando rastro...
⏳ 01:04:05 - Pulso estable - Esperando rastro...
⏳ 01:04:07 - Pulso estable - Esperando rastro...
⏳ 01:04:09 - Pulso estable - Esperando rastro...
⏳ 01:04:11 - Pulso estable - Esperando rastro...
⏳ 01:04:13 - Pulso estable - Esperando rastro...
⏳ 01:04:15 - Pulso estable - Esperando rastro...
⏳ 01:04:17 - Pulso estable - Esperando rastro...
⏳ 01:04:19 - Pulso estable - Esperando rastro...
⏳ 01:04:21 - Pulso estable - Esperando rastro...
⏳ 01:04:23 - Pulso estable - Esperando rastro...
⏳ 01:04:25 - Pulso estable - Esperando rastro...
⏳ 01:04:27 - Pulso estable - Esperando rastro...
⏳ 01:04:29 - Pulso estable - Esperando rastro...
⏳ 01:04:32 - Pulso estable - Esperando rastro...
⏳ 01:04:34 - Pulso estable - Esperando rastro...
⏳ 01:04:36 - Pulso estable - Esperando rastro...
⏳ 01:04:38 - Pulso estable - Esperando rastro...
⏳ 01:04:40 - Pulso estable - Esperando rastro...
⏳ 01:04:42 - Pulso estable - Esperando rastro...
⏳ 01:04:44 - Pulso estable - Esperando rastro...
⏳ 01:04:46 - Pulso estable - Esperando rastro...
⏳ 01:04:48 - Pulso estable - Esperando rastro...
⏳ 01:04:50 - Pulso estable - Esperando rastro...
⏳ 01:04:52 - Pulso estable - Esperando rastro...
⏳ 01:04:54 - Pulso estable - Esperando rastro...
⏳ 01:04:56 - Pulso estable - Esperando rastro...
⏳ 01:04:58 - Pulso estable - Esperando rastro...
⏳ 01:05:00 - Pulso estable - Esperando rastro...
⏳ 01:05:02 - Pulso estable - Esperando rastro...
⏳ 01:05:04 - Pulso estable - Esperando rastro...
⏳ 01:05:06 - Pulso estable - Esperando rastro...
⏳ 01:05:09 - Pulso estable - Esperando rastro...
⏳ 01:05:11 - Pulso estable - Esperando rastro...
⏳ 01:05:13 - Pulso estable - Esperando rastro...
⏳ 01:05:15 - Pulso estable - Esperando rastro...
⏳ 01:05:17 - Pulso estable - Esperando rastro...
⏳ 01:05:19 - Pulso estable - Esperando rastro...
⏳ 01:05:21 - Pulso estable - Esperando rastro...
⏳ 01:05:23 - Pulso estable - Esperando rastro...
⏳ 01:05:25 - Pulso estable - Esperando rastro...
⏳ 01:05:27 - Pulso estable - Esperando rastro...
⏳ 01:05:29 - Pulso estable - Esperando rastro...
⏳ 01:05:31 - Pulso estable - Esperando rastro...
⏳ 01:05:33 - Pulso estable - Esperando rastro...
⏳ 01:05:35 - Pulso estable - Esperando rastro...
⏳ 01:05:37 - Pulso estable - Esperando rastro...
⏳ 01:05:39 - Pulso estable - Esperando rastro...
⏳ 01:05:41 - Pulso estable - Esperando rastro...
⏳ 01:05:43 - Pulso estable - Esperando rastro...
⏳ 01:05:45 - Pulso estable - Esperando rastro...
⏳ 01:05:47 - Pulso estable - Esperando rastro...
⏳ 01:05:49 - Pulso estable - Esperando rastro...
⏳ 01:05:51 - Pulso estable - Esperando rastro...
⏳ 01:05:53 - Pulso estable - Esperando rastro...
⏳ 01:05:55 - Pulso estable - Esperando rastro...
⏳ 01:05:58 - Pulso estable - Esperando rastro...
⏳ 01:06:00 - Pulso estable - Esperando rastro...
⏳ 01:06:02 - Pulso estable - Esperando rastro...
⏳ 01:06:04 - Pulso estable - Esperando rastro...
⏳ 01:06:06 - Pulso estable - Esperando rastro...
⏳ 01:06:08 - Pulso estable - Esperando rastro...
⏳ 01:06:10 - Pulso estable - Esperando rastro...
⏳ 01:06:12 - Pulso estable - Esperando rastro...
⏳ 01:06:14 - Pulso estable - Esperando rastro...
⏳ 01:06:16 - Pulso estable - Esperando rastro...
⏳ 01:06:18 - Pulso estable - Esperando rastro...
⏳ 01:06:20 - Pulso estable - Esperando rastro...
⏳ 01:06:22 - Pulso estable - Esperando rastro...
⏳ 01:06:24 - Pulso estable - Esperando rastro...
⏳ 01:06:26 - Pulso estable - Esperando rastro...
⏳ 01:06:28 - Pulso estable - Esperando rastro...
⏳ 01:06:30 - Pulso estable - Esperando rastro...
⏳ 01:06:32 - Pulso estable - Esperando rastro...
⏳ 01:06:34 - Pulso estable - Esperando rastro...
⏳ 01:06:37 - Pulso estable - Esperando rastro...
⏳ 01:06:39 - Pulso estable - Esperando rastro...
⏳ 01:06:41 - Pulso estable - Esperando rastro...
⏳ 01:06:43 - Pulso estable - Esperando rastro...
⏳ 01:06:45 - Pulso estable - Esperando rastro...
⏳ 01:06:47 - Pulso estable - Esperando rastro...
⏳ 01:06:49 - Pulso estable - Esperando rastro...
⏳ 01:06:51 - Pulso estable - Esperando rastro...
⏳ 01:06:53 - Pulso estable - Esperando rastro...
⏳ 01:06:55 - Pulso estable - Esperando rastro...
⏳ 01:06:57 - Pulso estable - Esperando rastro...
⏳ 01:06:59 - Pulso estable - Esperando rastro...
⏳ 01:07:01 - Pulso estable - Esperando rastro...
⏳ 01:07:03 - Pulso estable - Esperando rastro...
⏳ 01:07:05 - Pulso estable - Esperando rastro...
⏳ 01:07:07 - Pulso estable - Esperando rastro...
⏳ 01:07:09 - Pulso estable - Esperando rastro...
⏳ 01:07:11 - Pulso estable - Esperando rastro...
⏳ 01:07:13 - Pulso estable - Esperando rastro...
⏳ 01:07:15 - Pulso estable - Esperando rastro...
⏳ 01:07:17 - Pulso estable - Esperando rastro...
⏳ 01:07:19 - Pulso estable - Esperando rastro...
⏳ 01:07:22 - Pulso estable - Esperando rastro...
⏳ 01:07:24 - Pulso estable - Esperando rastro...
⏳ 01:07:26 - Pulso estable - Esperando rastro...
⏳ 01:07:28 - Pulso estable - Esperando rastro...
⏳ 01:07:30 - Pulso estable - Esperando rastro...
⏳ 01:07:32 - Pulso estable - Esperando rastro...
⏳ 01:07:34 - Pulso estable - Esperando rastro...
⏳ 01:07:36 - Pulso estable - Esperando rastro...
⏳ 01:07:38 - Pulso estable - Esperando rastro...
⏳ 01:07:40 - Pulso estable - Esperando rastro...
⏳ 01:07:42 - Pulso estable - Esperando rastro...
⏳ 01:07:44 - Pulso estable - Esperando rastro...
⏳ 01:07:46 - Pulso estable - Esperando rastro...
⏳ 01:07:48 - Pulso estable - Esperando rastro...
⏳ 01:07:50 - Pulso estable - Esperando rastro...
⏳ 01:07:52 - Pulso estable - Esperando rastro...
⏳ 01:07:54 - Pulso estable - Esperando rastro...
⏳ 01:07:56 - Pulso estable - Esperando rastro...
⏳ 01:07:58 - Pulso estable - Esperando rastro...
⏳ 01:08:00 - Pulso estable - Esperando rastro...
⏳ 01:08:02 - Pulso estable - Esperando rastro...
⏳ 01:08:05 - Pulso estable - Esperando rastro...
⏳ 01:08:07 - Pulso estable - Esperando rastro...
⏳ 01:08:09 - Pulso estable - Esperando rastro...
⏳ 01:08:11 - Pulso estable - Esperando rastro...
⏳ 01:08:13 - Pulso estable - Esperando rastro...
⏳ 01:08:15 - Pulso estable - Esperando rastro...
⏳ 01:08:17 - Pulso estable - Esperando rastro...
⏳ 01:08:19 - Pulso estable - Esperando rastro...
⏳ 01:08:21 - Pulso estable - Esperando rastro...
⏳ 01:08:23 - Pulso estable - Esperando rastro...
⏳ 01:08:25 - Pulso estable - Esperando rastro...
⏳ 01:08:27 - Pulso estable - Esperando rastro...
⏳ 01:08:29 - Pulso estable - Esperando rastro...
⏳ 01:08:31 - Pulso estable - Esperando rastro...
⏳ 01:08:33 - Pulso estable - Esperando rastro...
⏳ 01:08:35 - Pulso estable - Esperando rastro...
⏳ 01:08:37 - Pulso estable - Esperando rastro...
⏳ 01:08:39 - Pulso estable - Esperando rastro...
⏳ 01:08:41 - Pulso estable - Esperando rastro...
⏳ 01:08:43 - Pulso estable - Esperando rastro...
⏳ 01:08:45 - Pulso estable - Esperando rastro...
⏳ 01:08:48 - Pulso estable - Esperando rastro...
⏳ 01:08:50 - Pulso estable - Esperando rastro...
⏳ 01:08:52 - Pulso estable - Esperando rastro...
⏳ 01:08:54 - Pulso estable - Esperando rastro...
⏳ 01:08:56 - Pulso estable - Esperando rastro...
⏳ 01:08:58 - Pulso estable - Esperando rastro...
⏳ 01:09:00 - Pulso estable - Esperando rastro...
⏳ 01:09:02 - Pulso estable - Esperando rastro...
⏳ 01:09:04 - Pulso estable - Esperando rastro...
⏳ 01:09:06 - Pulso estable - Esperando rastro...
⏳ 01:09:08 - Pulso estable - Esperando rastro...
⏳ 01:09:10 - Pulso estable - Esperando rastro...
⏳ 01:09:12 - Pulso estable - Esperando rastro...
⏳ 01:09:14 - Pulso estable - Esperando rastro...
⏳ 01:09:16 - Pulso estable - Esperando rastro...
⏳ 01:09:18 - Pulso estable - Esperando rastro...
⏳ 01:09:20 - Pulso estable - Esperando rastro...
⏳ 01:09:22 - Pulso estable - Esperando rastro...
⏳ 01:09:24 - Pulso estable - Esperando rastro...
⏳ 01:09:26 - Pulso estable - Esperando rastro...
⏳ 01:09:28 - Pulso estable - Esperando rastro...
⏳ 01:09:30 - Pulso estable - Esperando rastro...
⏳ 01:09:32 - Pulso estable - Esperando rastro...
⏳ 01:09:34 - Pulso estable - Esperando rastro...
⏳ 01:09:36 - Pulso estable - Esperando rastro...
⏳ 01:09:38 - Pulso estable - Esperando rastro...
⏳ 01:09:41 - Pulso estable - Esperando rastro...
⏳ 01:09:43 - Pulso estable - Esperando rastro...
⏳ 01:09:45 - Pulso estable - Esperando rastro...
⏳ 01:09:47 - Pulso estable - Esperando rastro...
⏳ 01:09:49 - Pulso estable - Esperando rastro...
⏳ 01:09:51 - Pulso estable - Esperando rastro...
⏳ 01:09:53 - Pulso estable - Esperando rastro...
⏳ 01:09:55 - Pulso estable - Esperando rastro...
⏳ 01:09:57 - Pulso estable - Esperando rastro...
⏳ 01:09:59 - Pulso estable - Esperando rastro...
⏳ 01:10:01 - Pulso estable - Esperando rastro...
⏳ 01:10:03 - Pulso estable - Esperando rastro...
⏳ 01:10:05 - Pulso estable - Esperando rastro...
⏳ 01:10:07 - Pulso estable - Esperando rastro...
⏳ 01:10:09 - Pulso estable - Esperando rastro...
⏳ 01:10:11 - Pulso estable - Esperando rastro...
⏳ 01:10:13 - Pulso estable - Esperando rastro...
⏳ 01:10:15 - Pulso estable - Esperando rastro...
⏳ 01:10:17 - Pulso estable - Esperando rastro...
⏳ 01:10:19 - Pulso estable - Esperando rastro...
⏳ 01:10:21 - Pulso estable - Esperando rastro...
⏳ 01:10:24 - Pulso estable - Esperando rastro...
⏳ 01:10:26 - Pulso estable - Esperando rastro...
⏳ 01:10:28 - Pulso estable - Esperando rastro...
⏳ 01:10:30 - Pulso estable - Esperando rastro...
⏳ 01:10:32 - Pulso estable - Esperando rastro...
⏳ 01:10:34 - Pulso estable - Esperando rastro...
⏳ 01:10:36 - Pulso estable - Esperando rastro...
⏳ 01:10:38 - Pulso estable - Esperando rastro...
⏳ 01:10:40 - Pulso estable - Esperando rastro...
⏳ 01:10:42 - Pulso estable - Esperando rastro...
⏳ 01:10:44 - Pulso estable - Esperando rastro...
⏳ 01:10:46 - Pulso estable - Esperando rastro...
⏳ 01:10:48 - Pulso estable - Esperando rastro...
⏳ 01:10:50 - Pulso estable - Esperando rastro...
⏳ 01:10:52 - Pulso estable - Esperando rastro...
⏳ 01:10:54 - Pulso estable - Esperando rastro...
⏳ 01:10:56 - Pulso estable - Esperando rastro...
⏳ 01:10:58 - Pulso estable - Esperando rastro...
⏳ 01:11:00 - Pulso estable - Esperando rastro...
⏳ 01:11:02 - Pulso estable - Esperando rastro...
⏳ 01:11:04 - Pulso estable - Esperando rastro...
⏳ 01:11:07 - Pulso estable - Esperando rastro...
⏳ 01:11:09 - Pulso estable - Esperando rastro...
⏳ 01:11:11 - Pulso estable - Esperando rastro...
⏳ 01:11:13 - Pulso estable - Esperando rastro...
⏳ 01:11:15 - Pulso estable - Esperando rastro...
⏳ 01:11:17 - Pulso estable - Esperando rastro...
⏳ 01:11:19 - Pulso estable - Esperando rastro...
⏳ 01:11:21 - Pulso estable - Esperando rastro...
⏳ 01:11:23 - Pulso estable - Esperando rastro...
⏳ 01:11:25 - Pulso estable - Esperando rastro...
⏳ 01:11:27 - Pulso estable - Esperando rastro...
⏳ 01:11:29 - Pulso estable - Esperando rastro...
⏳ 01:11:31 - Pulso estable - Esperando rastro...
⏳ 01:11:33 - Pulso estable - Esperando rastro...
⏳ 01:11:35 - Pulso estable - Esperando rastro...
⏳ 01:11:37 - Pulso estable - Esperando rastro...
⏳ 01:11:39 - Pulso estable - Esperando rastro...
⏳ 01:11:41 - Pulso estable - Esperando rastro...
⏳ 01:11:43 - Pulso estable - Esperando rastro...
⏳ 01:11:45 - Pulso estable - Esperando rastro...
⏳ 01:11:47 - Pulso estable - Esperando rastro...
⏳ 01:11:49 - Pulso estable - Esperando rastro...
⏳ 01:11:51 - Pulso estable - Esperando rastro...
⏳ 01:11:53 - Pulso estable - Esperando rastro...
⏳ 01:11:55 - Pulso estable - Esperando rastro...
⏳ 01:11:57 - Pulso estable - Esperando rastro...
⏳ 01:12:00 - Pulso estable - Esperando rastro...
⏳ 01:12:02 - Pulso estable - Esperando rastro...
⏳ 01:12:04 - Pulso estable - Esperando rastro...
⏳ 01:12:06 - Pulso estable - Esperando rastro...
⏳ 01:12:08 - Pulso estable - Esperando rastro...
⏳ 01:12:10 - Pulso estable - Esperando rastro...
⏳ 01:12:12 - Pulso estable - Esperando rastro...
⏳ 01:12:14 - Pulso estable - Esperando rastro...
⏳ 01:12:16 - Pulso estable - Esperando rastro...
⏳ 01:12:18 - Pulso estable - Esperando rastro...
⏳ 01:12:20 - Pulso estable - Esperando rastro...
⏳ 01:12:22 - Pulso estable - Esperando rastro...
⏳ 01:12:24 - Pulso estable - Esperando rastro...
⏳ 01:12:26 - Pulso estable - Esperando rastro...
⏳ 01:12:28 - Pulso estable - Esperando rastro...
⏳ 01:12:30 - Pulso estable - Esperando rastro...
⏳ 01:12:32 - Pulso estable - Esperando rastro...
⏳ 01:12:34 - Pulso estable - Esperando rastro...
⏳ 01:12:36 - Pulso estable - Esperando rastro...
⏳ 01:12:38 - Pulso estable - Esperando rastro...
⏳ 01:12:40 - Pulso estable - Esperando rastro...
⏳ 01:12:42 - Pulso estable - Esperando rastro...
⏳ 01:12:45 - Pulso estable - Esperando rastro...
⏳ 01:12:47 - Pulso estable - Esperando rastro...
⏳ 01:12:49 - Pulso estable - Esperando rastro...
⏳ 01:12:51 - Pulso estable - Esperando rastro...
⏳ 01:12:53 - Pulso estable - Esperando rastro...
⏳ 01:12:55 - Pulso estable - Esperando rastro...
⏳ 01:12:57 - Pulso estable - Esperando rastro...
⏳ 01:12:59 - Pulso estable - Esperando rastro...
⏳ 01:13:01 - Pulso estable - Esperando rastro...
⏳ 01:13:03 - Pulso estable - Esperando rastro...
⏳ 01:13:05 - Pulso estable - Esperando rastro...
⏳ 01:13:07 - Pulso estable - Esperando rastro...
⏳ 01:13:09 - Pulso estable - Esperando rastro...
⏳ 01:13:11 - Pulso estable - Esperando rastro...
⏳ 01:13:13 - Pulso estable - Esperando rastro...
⏳ 01:13:15 - Pulso estable - Esperando rastro...
⏳ 01:13:17 - Pulso estable - Esperando rastro...
⏳ 01:13:19 - Pulso estable - Esperando rastro...
⏳ 01:13:21 - Pulso estable - Esperando rastro...
⏳ 01:13:23 - Pulso estable - Esperando rastro...
⏳ 01:13:25 - Pulso estable - Esperando rastro...
⏳ 01:13:27 - Pulso estable - Esperando rastro...
